EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,
39009,WINTHROP HBR TO WILMETTE HBR IL (ZONE),WAUKEGAN HARBOR,6/8/2007,0,Marine Thunderstorm Wind,54, ,0,0,0,0,XX,CST-6,MG,6735,Z,740,LOT,0,0,C-MAN Station, , , ,0,N,0,N,WAUKEGAN HARBOR,6/8/2007,0,42.37,-87.83,42.37,-87.83,,Severe thunderstorms moved east from northern Illinois over southern Lake Michigan late in the evening on June 7th and during the early morning on of June 8th.,145,
39063,CALUMET HBR IL TO GARY IN (ZONE),GARY HARBOR,6/18/2007,1212,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST-6,MG,6748,Z,743,LOT,0,0,AWOS, , , ,0,N,0,N,GARY HARBOR,6/18/2007,1212,41.62,-87.35,41.62,-87.35,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,146,
39066,GARY TO BURNS HBR IN (ZONE),GARY HARBOR,6/18/2007,1212,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST-6,MG,6748,Z,744,LOT,0,0,AWOS, , , ,0,N,0,N,GARY HARBOR,6/18/2007,1212,41.62,-87.35,41.62,-87.35,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,147,
39068,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,6/18/2007,1245,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,CST-6,MG,6748,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,6/18/2007,1250,41.72,-86.9,41.72,-86.9,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,148,
39070,GARY TO BURNS HBR IN (ZONE),BURNS HARBOR,6/18/2007,1520,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,6748,Z,744,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,6/18/2007,1520,41.65,-87.08,41.65,-87.08,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,149,
39071,BURN HBR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,6/18/2007,1520,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,6748,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,6/18/2007,1520,41.65,-87.08,41.65,-87.08,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,150,
39072,CALUMET HBR IL TO GARY IN (ZONE),CALUMET HARBOR,6/18/2007,1536,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,CST-6,MG,6748,Z,743,LOT,0,0,C-MAN Station, , , ,0,N,0,N,CALUMET HARBOR,6/18/2007,1536,41.78,-87.52,41.78,-87.52,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,151,
39073,MEIGS FIELD TO CALUMET HBR IL (ZONE),CALUMET HARBOR,6/18/2007,1536,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,CST-6,MG,6748,Z,742,LOT,0,0,C-MAN Station, , , ,0,N,0,N,CALUMET HARBOR,6/18/2007,1536,41.78,-87.52,41.78,-87.52,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,152,
44977,NORTH PT LT TO WIND PT WI (ZONE),MILWAUKEE HARBOR,6/18/2007,1545,Marine Thunderstorm Wind,47, ,0,0,0,0,XX,CST-6,MG,7804,Z,645,MKX,0,0,Other Federal Agency, , , ,2,NE,2,NE,MILWAUKEE HARBOR,6/18/2007,1545,43.0525,-87.9392,43.0525,-87.9392,,A cluster of strong to severe thunderstorms ahead of a cold front moved out over Lake Michigan.  The storms moved northeast at 35 knots or higher.,153,
44978,NORTH PT LT TO WIND PT WI (ZONE),MILWAUKEE HARBOR,6/18/2007,1550,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,7804,Z,645,MKX,0,0,Other Federal Agency, , , ,2,NE,2,NE,MILWAUKEE HARBOR,6/18/2007,1550,43.0525,-87.9392,43.0525,-87.9392,,A cluster of strong to severe thunderstorms ahead of a cold front moved out over Lake Michigan.  The storms moved northeast at 35 knots or higher.,154,
39074,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,6/18/2007,1555,Marine Thunderstorm Wind,49, ,0,0,0,0,XX,CST-6,MG,6748,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,6/18/2007,1600,41.9,-87.6,41.9,-87.6,,Severe storms moved across southern Lake Michigan during the afternoon hours of June 18th.,155,
44979,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,6/18/2007,1648,Marine Thunderstorm Wind,41, ,0,0,0,0,XX,CST-6,MG,7804,Z,643,MKX,0,0,C-MAN Station, , , ,2,E,2,E,SHEBOYGAN,6/18/2007,1648,43.75,-87.686,43.75,-87.686,,A cluster of strong to severe thunderstorms ahead of a cold front moved out over Lake Michigan.  The storms moved northeast at 35 knots or higher.,156,
41941,SEUL CHOIX PT TO PT DETOUR MI (ZONE),POINT DETOUR,6/18/2007,2010,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,EST-5,MG,7300,Z,248,MQT,0,0,Mesonet, , , ,3,W,3,W,POINT DETOUR,6/18/2007,2010,45.57,-86.682,45.57,-86.682,A 42 knot wind gust was measured at the Fairport observing station.,Thunderstorms produced strong winds over the tip of the Garden Peninsula on the 18th.,157,
42093,BAY OF GREEN BAY CEDAR R TO ROCK IS PSG TO MARINETTE TO FISH CR WI (ZONE),SISTER BAY,6/20/2007,1629,Marine Thunderstorm Wind,50, ,0,0,0,0,XX,CST-6,EG,7326,Z,521,GRB,0,0,Law Enforcement, , , ,1,NW,1,NW,SISTER BAY,6/20/2007,1629,45.1902,-87.1445,45.1902,-87.1445,,Severe thunderstorms that passed through eastern Wisconsin continued to produce high winds and large hail as they moved offshore.,158,
42095,ROCK IS PSG TO STURGEON BAY WI (ZONE),STURGEON BAY,6/20/2007,1734,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,7326,Z,541,GRB,0,0,AWOS, , , ,0,N,0,N,STURGEON BAY,6/20/2007,1734,44.83,-87.38,44.83,-87.38,,Severe thunderstorms that passed through eastern Wisconsin continued to produce high winds and large hail as they moved offshore.,159,
42099,BAY OF GREEN BAY S OF LN MARINETTE TO FISH CREEK WI (ZONE),DYCKESVILLE,6/20/2007,1734,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,7326,Z,522,GRB,0,0,AWOS, , , ,0,N,0,N,DYCKESVILLE,6/20/2007,1734,44.65,-87.75,44.65,-87.75,,Severe thunderstorms that passed through eastern Wisconsin continued to produce high winds and large hail as they moved offshore.,160,
42096,STURGEON BAY TO TWO RIVERS WI (ZONE),ALGOMA,6/20/2007,1734,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,7326,Z,542,GRB,0,0,AWOS, , , ,0,N,0,N,ALGOMA,6/20/2007,1734,44.62,-87.43,44.62,-87.43,,Severe thunderstorms that passed through eastern Wisconsin continued to produce high winds and large hail as they moved offshore.,161,
43973,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,6/26/2007,1310,Marine Thunderstorm Wind,41, ,0,0,0,0,XX,CST-6,MG,7672,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,6/26/2007,1310,41.9,-87.6,41.9,-87.6,,Strong thunderstorms moved across the Illinois nearshore waters during the afternoon hours of June 26th.,162,
43975,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,6/26/2007,1350,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST-6,MG,7672,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,6/26/2007,1350,41.9,-87.6,41.9,-87.6,,Strong thunderstorms moved across the Illinois nearshore waters during the afternoon hours of June 26th.,163,
39092,BURN HBR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,6/27/2007,1610,Marine Thunderstorm Wind,44, ,0,0,0,0,XX,CST-6,MG,6753,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,6/27/2007,1630,41.65,-87.08,41.65,-87.08,Winds gusted above 34 knots for 20 minutes with a peak wind gust of 44 knots.,Strong thunderstorms moved across southern Lake Michigan during the afternoon hours of June 27th.,164,
39093,GARY TO BURNS HBR IN (ZONE),BURNS HARBOR,6/27/2007,1610,Marine Thunderstorm Wind,44, ,0,0,0,0,XX,CST-6,MG,6753,Z,744,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,6/27/2007,1630,41.65,-87.08,41.65,-87.08,Winds gusted above 34 knots for 20 minutes with a peak wind gust of 44 knots.,Strong thunderstorms moved across southern Lake Michigan during the afternoon hours of June 27th.,165,
39091,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,6/27/2007,1625,Marine Thunderstorm Wind,47, ,0,0,0,0,XX,CST-6,MG,6753,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,6/27/2007,1630,41.72,-86.9,41.72,-86.9,,Strong thunderstorms moved across southern Lake Michigan during the afternoon hours of June 27th.,166,
48073,BAY OF GREEN BAY CEDAR R TO ROCK IS PSG TO MARINETTE TO FISH CR WI (ZONE),MENOMINEE MI,7/5/2007,1205,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST-6,MG,8392,Z,521,GRB,0,0,AWOS, , , ,0,N,0,N,MENOMINEE MI,7/5/2007,1205,45.12,-87.62,45.12,-87.62,,Severe thunderstorms that passed through northeast Wisconsin produced strong wind gusts and large hail as they moved across the waters of central and southern Green Bay.,167,
50171,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,7/5/2007,1633,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST-6,MG,8781,Z,643,MKX,0,0,C-MAN Station, , , ,2,E,2,E,SHEBOYGAN,7/5/2007,1633,43.75,-87.686,43.75,-87.686,The Sheboygan C-MAN measured a wind gust of 35 knots (40 mph).,"An isolated thunderstorm pulsed to severe levels. The storm was embedded in a broad, deep cyclonic flow. Daytime maximum temperatures were in the mid 80s and dew points around 60.",168,
50970,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),GRAND TRAVERSE LIGHT,7/8/2007,720,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,EST-5,MG,8939,Z,363,APX,0,0,C-MAN Station, , , ,7,NW,7,NW,GRAND TRAVERSE LIGHT,7/8/2007,720,45.2365,-85.5943,45.2365,-85.5943,,A cluster of thunderstorms brought strong wind gusts to parts of Northern Lake Michigan.,169,
50968,GRAND TRAVERSE LT TO SLEEPING BEAR PT MI (ZONE),GRAND TRAVERSE LIGHT,7/8/2007,727,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,EST-5,MG,8939,Z,344,APX,0,0,C-MAN Station, , , ,1,W,1,W,GRAND TRAVERSE LIGHT,7/8/2007,727,45.17,-85.5205,45.17,-85.5205,,A cluster of thunderstorms brought strong wind gusts to parts of Northern Lake Michigan.,170,
50967,GRAND TRAVERSE BAY & NORWOOD TO GRAND TRAVERSE LT MI (ZONE),GRAND TRAVERSE LIGHT,7/8/2007,727,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,EST-5,MG,8939,Z,323,APX,0,0,C-MAN Station, , , ,2,SE,2,SE,GRAND TRAVERSE LIGHT,7/8/2007,727,45.1547,-85.4783,45.1547,-85.4783,,A cluster of thunderstorms brought strong wind gusts to parts of Northern Lake Michigan.,171,
50969,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),NORWOOD,7/8/2007,727,Marine Thunderstorm Wind,37, ,0,0,0,0,XX,EST-5,MG,8939,Z,342,APX,0,0,C-MAN Station, , , ,4,WNW,4,WNW,NORWOOD,7/8/2007,727,45.2421,-85.4459,45.2421,-85.4459,,A cluster of thunderstorms brought strong wind gusts to parts of Northern Lake Michigan.,172,
48506,BAY OF GREEN BAY S OF LN MARINETTE TO FISH CREEK WI (ZONE),EGG HARBOR,7/8/2007,1845,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST-6,EG,8479,Z,522,GRB,0,0,Public, , , ,16,SSW,16,SSW,EGG HARBOR,7/8/2007,1845,44.8363,-87.4051,44.8363,-87.4051,,Thunderstorms with high winds and large hail produced strong wind gusts as they moved across the waters of southern Green Bay.,173,
50063,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,7/9/2007,1355,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,CST-6,MG,8759,Z,646,MKX,0,0,Other Federal Agency, , , ,2,ESE,2,ESE,KENOSHA,7/9/2007,1355,42.5678,-87.7901,42.5678,-87.7901,The automated Kenosha GLERL site measured a gust of 37.54 knots (44 mph).,Thunderstorms associated with a weak cold front moved out over Lake Michigan.  Strong wind gusts accompanied some of the storms.,174,
52298,WINTHROP HBR TO WILMETTE HBR IL (ZONE),WAUKEGAN HARBOR,7/9/2007,1445,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,CST-6,MG,8647,Z,740,LOT,0,0,ASOS, , , ,0,N,0,N,WAUKEGAN HARBOR,7/9/2007,1445,42.37,-87.83,42.37,-87.83,,Strong to severe storms moved across southern Lake Michigan during the afternoon of July 9th.,175,
49586,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,7/9/2007,1535,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,CST-6,MG,8647,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,7/9/2007,1540,41.9,-87.6,41.9,-87.6,,Strong to severe storms moved across southern Lake Michigan during the afternoon of July 9th.,176,
48510,BAY OF GREEN BAY CEDAR R TO ROCK IS PSG TO MARINETTE TO FISH CR WI (ZONE),CHAMBERS ISLAND,7/10/2007,1430,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,CST-6,EG,8481,Z,521,GRB,0,0,Emergency Manager, , , ,9,S,9,S,CHAMBERS ISLAND,7/10/2007,1430,45.05,-87.32,45.05,-87.32,,Thunderstorms developed in an unstable airmass as a cold front pushed through northeast Wisconsin.  A few of the storms produced high winds.,177,
48511,BAY OF GREEN BAY S OF LN MARINETTE TO FISH CREEK WI (ZONE),EGG HARBOR,7/10/2007,1430,Marine Thunderstorm Wind,40, ,0,0,0,0,XX,CST-6,EG,8481,Z,522,GRB,0,0,Emergency Manager, , , ,2,W,2,W,EGG HARBOR,7/10/2007,1430,45.05,-87.32,45.05,-87.32,,Thunderstorms developed in an unstable airmass as a cold front pushed through northeast Wisconsin.  A few of the storms produced high winds.,178,
48509,ROCK IS PSG TO STURGEON BAY WI (ZONE),JACKSONPORT,7/10/2007,1435,Marine Thunderstorm Wind,50, ,0,0,0,0,XX,CST-6,EG,8481,Z,541,GRB,0,0,Emergency Manager, , , ,2,S,2,S,JACKSONPORT,7/10/2007,1435,44.95,-87.18,44.95,-87.18,,Thunderstorms developed in an unstable airmass as a cold front pushed through northeast Wisconsin.  A few of the storms produced high winds.,179,
50991,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),HARBOR SPRINGS,7/10/2007,1514,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,EST-5,MG,8944,Z,342,APX,0,0,AWOS, , , ,3,ESE,3,ESE,HARBOR SPRINGS,7/10/2007,1514,45.4534,-84.8729,45.4534,-84.8729,,A cold front kicked off numerous strong to severe thunderstorms.,180,
50992,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),BEAVER ISLAND,7/10/2007,1514,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,EST-5,MG,8944,Z,363,APX,0,0,AWOS, , , ,10,SE,10,SE,BEAVER ISLAND,7/10/2007,1514,45.4978,-85.404,45.4978,-85.404,,A cold front kicked off numerous strong to severe thunderstorms.,181,
50070,WIND PT LT WI TO WINTHROP HBR IL (ZONE),KENOSHA,7/10/2007,1525,Marine Thunderstorm Wind,48, ,0,0,0,0,XX,CST-6,MG,8762,Z,646,MKX,0,0,Other Federal Agency, , , ,2,ESE,2,ESE,KENOSHA,7/10/2007,1525,42.5678,-87.7901,42.5678,-87.7901,The Kenosha GLERL observation site measured a wind gust of 47.51 knots (55 mph).,Storm associated with a cold front moved out over Lake Michigan.  Strong winds were generated by some of the storms.,182,
50172,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,7/10/2007,1533,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,CST-6,MG,8762,Z,643,MKX,0,0,C-MAN Station, , , ,2,E,2,E,SHEBOYGAN,7/10/2007,1533,43.75,-87.686,43.75,-87.686,A 42 knot (48 mph) thunderstorm wind gust was measured at the Sheboygan C-MAN.,Storm associated with a cold front moved out over Lake Michigan.  Strong winds were generated by some of the storms.,183,
49648,WINTHROP HBR TO WILMETTE HBR IL (ZONE),WAUKEGAN HARBOR,7/10/2007,1540,Marine Thunderstorm Wind,43, ,0,0,0,0,XX,CST-6,MG,8664,Z,740,LOT,0,0,C-MAN Station, , , ,0,N,0,N,WAUKEGAN HARBOR,7/10/2007,1540,42.37,-87.83,42.37,-87.83,,Severe storms moved across southern Lake Michigan during the afternoon hours of July 10th.,184,
49647,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,7/10/2007,1620,Marine Thunderstorm Wind,51, ,0,0,0,0,XX,CST-6,MG,8664,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,7/10/2007,1625,41.9,-87.6,41.9,-87.6,,Severe storms moved across southern Lake Michigan during the afternoon hours of July 10th.,185,
51003,LM 5NM W OF MACKINAC BRIDGE TO MANISTEE MI NWD BEYOND 5NM OFFSHORE TO MID LINE OF LAKE (ZONE),SOUTH FOX ISLAND,7/10/2007,1650,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST-5,MG,8944,Z,363,APX,0,0,Buoy, , , ,15,WSW,15,WSW,SOUTH FOX ISLAND,7/10/2007,1650,45.317,-86.1651,45.317,-86.1651,,A cold front kicked off numerous strong to severe thunderstorms.,186,
51001,GRAND TRAVERSE LT TO SLEEPING BEAR PT MI (ZONE),GRAND TRAVERSE LIGHT,7/10/2007,1722,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,EST-5,MG,8944,Z,344,APX,0,0,C-MAN Station, , , ,1,W,1,W,GRAND TRAVERSE LIGHT,7/10/2007,1722,45.17,-85.5205,45.17,-85.5205,,A cold front kicked off numerous strong to severe thunderstorms.,187,
50998,GRAND TRAVERSE BAY & NORWOOD TO GRAND TRAVERSE LT MI (ZONE),GRAND TRAVERSE LIGHT,7/10/2007,1730,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,EST-5,MG,8944,Z,323,APX,0,0,C-MAN Station, , , ,1,SE,1,SE,GRAND TRAVERSE LIGHT,7/10/2007,1730,45.1598,-85.4855,45.1598,-85.4855,,A cold front kicked off numerous strong to severe thunderstorms.,188,
50999,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),NORWOOD,7/10/2007,1730,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,EST-5,MG,8944,Z,342,APX,0,0,C-MAN Station, , , ,2,NW,2,NW,NORWOOD,7/10/2007,1730,45.2405,-85.399,45.2405,-85.399,,A cold front kicked off numerous strong to severe thunderstorms.,189,
52299,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,7/10/2007,1735,Marine Thunderstorm Wind,44, ,0,0,0,0,XX,CST-6,MG,8664,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,7/10/2007,1740,41.72,-86.9,41.72,-86.9,,Severe storms moved across southern Lake Michigan during the afternoon hours of July 10th.,190,
50993,NORWOOD MI TO 5NM W OF MACKINAC BRIDGE (ZONE),NORWOOD,7/10/2007,1740,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST-5,MG,8944,Z,342,APX,0,0,C-MAN Station, , , ,4,WNW,4,WNW,NORWOOD,7/10/2007,1740,45.2421,-85.4459,45.2421,-85.4459,,A cold front kicked off numerous strong to severe thunderstorms.,191,
50996,GRAND TRAVERSE LT TO SLEEPING BEAR PT MI (ZONE),GRAND TRAVERSE LIGHT,7/10/2007,1740,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST-5,MG,8944,Z,344,APX,0,0,C-MAN Station, , , ,2,W,2,W,GRAND TRAVERSE LIGHT,7/10/2007,1740,45.17,-85.541,45.17,-85.541,,A cold front kicked off numerous strong to severe thunderstorms.,192,
50994,GRAND TRAVERSE BAY & NORWOOD TO GRAND TRAVERSE LT MI (ZONE),GRAND TRAVERSE LIGHT,7/10/2007,1740,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST-5,MG,8944,Z,323,APX,0,0,C-MAN Station, , , ,1,ESE,1,ESE,GRAND TRAVERSE LIGHT,7/10/2007,1740,45.1645,-85.4811,45.1645,-85.4811,,A cold front kicked off numerous strong to severe thunderstorms.,193,
34844,MICHIGAN CITY IN TO NEW BUFFALO MI (ZONE),MICHIGAN CITY,7/10/2007,1840,Marine Thunderstorm Wind,44, ,0,0,0,0,XX,EST-5,EG,5970,Z,46,IWX,0,0,Coast Guard, , , ,0,N,0,N,MICHIGAN CITY,7/10/2007,1841,41.72,-86.9,41.72,-86.9,Observation for Michigan City GLERL site.,A line of thunderstorms developed in Wisconsin and moved across southern Lake Michigan.,194,
50074,SHEBOYGAN TO PT WASHINGTON WI (ZONE),SHEBOYGAN,7/12/2007,1631,Marine Thunderstorm Wind,43, ,0,0,0,0,XX,CST-6,MG,8763,Z,643,MKX,0,0,C-MAN Station, , , ,2,E,2,E,SHEBOYGAN,7/12/2007,1631,43.75,-87.686,43.75,-87.686,The Sheboygan C-MAN observation site measured a wind gust of 43 knots (49 mph).,A line of thunderstorms dropped southeast through east-central Wisconsin and out over Lake Michigan and generated strong wind gusts.  Theh storms were embedded in deep northwest flow.,195,
48602,PENTWATER TO MANISTEE MI (ZONE),LUDINGTON HARBOR,7/12/2007,1700,Marine Thunderstorm Wind,39, ,0,0,0,0,XX,EST-5,MG,8492,Z,849,GRR,0,0,C-MAN Station, , , ,2,NNW,2,NNW,LUDINGTON HARBOR,7/12/2007,1700,43.9767,-86.4654,43.9767,-86.4654,A 45 mph wind gust was measured two miles north northwest of Ludington State Park.,Thunderstorms produced high wind gusts of around 45 mph over east central Lake Michigan.,196,
48603,GRAND HAVEN TO WHITEHALL MI (ZONE),MUSKEGON HARBOR,7/12/2007,1855,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,EST-5,MG,8492,Z,847,GRR,0,0,C-MAN Station, , , ,4,W,4,W,MUSKEGON HARBOR,7/12/2007,1855,43.23,-86.3094,43.23,-86.3094,A 44 mph wind gust was measured four miles west of Muskegon.,Thunderstorms produced high wind gusts of around 45 mph over east central Lake Michigan.,197,
48607,SOUTH HAVEN TO HOLLAND MI (ZONE),HOLLAND HARBOR,7/12/2007,1946,Marine Thunderstorm Wind,35, ,0,0,0,0,XX,EST-5,MG,8492,Z,845,GRR,0,0,Mesonet, , , ,5,W,5,W,HOLLAND HARBOR,7/12/2007,1946,42.78,-86.2185,42.78,-86.2185,A 40 mph wind gust was reported five miles west of Holland at the Spyglass condominiums.,Thunderstorms produced high wind gusts of around 45 mph over east central Lake Michigan.,198,
52296,WILMETTE HBR TO MEIGS FIELD IL (ZONE),HARRISON-DEVER CRIB,7/18/2007,1920,Marine Thunderstorm Wind,43, ,0,0,0,0,XX,CST-6,MG,9294,Z,741,LOT,0,0,C-MAN Station, , , ,0,N,0,N,HARRISON-DEVER CRIB,7/18/2007,1950,41.9,-87.6,41.9,-87.6,Wind gusts were measured over 34 knots for 30 minutes with a peak gust of 43 knots.,Strong storms moved across southern Lake Michigan during the evening hours of July 18th.,199,
52295,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,7/18/2007,2005,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,CST-6,MG,9294,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,7/18/2007,2025,41.72,-86.9,41.72,-86.9,Wind gusts were measured over 34 knots for 20 minutes with a peak gust of 42 knots.,Strong storms moved across southern Lake Michigan during the evening hours of July 18th.,200,
52293,BURN HBR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,7/18/2007,2029,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,CST-6,MG,9294,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,7/18/2007,2030,41.65,-87.08,41.65,-87.08,,Strong storms moved across southern Lake Michigan during the evening hours of July 18th.,201,
52294,GARY TO BURNS HBR IN (ZONE),BURNS HARBOR,7/18/2007,2029,Marine Thunderstorm Wind,38, ,0,0,0,0,XX,CST-6,MG,9294,Z,744,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,7/18/2007,2030,41.65,-87.08,41.65,-87.08,,Strong storms moved across southern Lake Michigan during the evening hours of July 18th.,202,
34867,MICHIGAN CITY IN TO NEW BUFFALO MI (ZONE),MICHIGAN CITY,7/18/2007,2105,Marine Thunderstorm Wind,42, ,0,0,0,0,XX,EST-5,MG,5973,Z,46,IWX,0,0,Coast Guard, , , ,0,N,0,N,MICHIGAN CITY,7/18/2007,2106,41.72,-86.9,41.72,-86.9,Gust recorded by the Michigan City Coast Guard Station.,A line of storms formed over extreme southwestern lower Michigan and the adjacent waters of southeastern Lake Michgan producing gusty winds.,203,
52034,BURN HBR TO MICHIGAN CITY IN (ZONE),BURNS HARBOR,7/25/2007,2331,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,9234,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,7/25/2007,2340,41.65,-87.08,41.65,-87.08,,Strong storms moved south across southern Lake Michigan during the early morning hours of July 26th.,204,
52035,GARY TO BURNS HBR IN (ZONE),BURNS HARBOR,7/25/2007,2331,Marine Thunderstorm Wind,36, ,0,0,0,0,XX,CST-6,MG,9234,Z,744,LOT,0,0,C-MAN Station, , , ,0,N,0,N,BURNS HARBOR,7/25/2007,2340,41.65,-87.08,41.65,-87.08,,Strong storms moved south across southern Lake Michigan during the early morning hours of July 26th.,205,
52033,BURN HBR TO MICHIGAN CITY IN (ZONE),MICHIGAN CITY,7/26/2007,55,Marine Thunderstorm Wind,41, ,0,0,0,0,XX,CST-6,MG,9234,Z,745,LOT,0,0,C-MAN Station, , , ,0,N,0,N,MICHIGAN CITY,7/26/2007,55,41.72,-86.9,41.72,-86.9,,Strong storms moved south across southern Lake Michigan during the early morning hours of July 26th.,206,
